A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,team1_won,match_id,season,team_A,team_B
0.6,0.4,0.2,0.6,0.4,0.2,0.5078,0.5829,-0.0751,0.1429,0.7193,7,57,-50,-0.5764,0.6176,156.65,160.89,-4.24,5.72,6.21,-0.49,0.4231,26,0,0,0.4841,0.4841,0,1,1359491,2023,Rajasthan Royals,Chennai Super Kings
0.6,0.8,-0.2,0.6,0.6,0.0,0.4839,0.7368,-0.2529,1.0,0.5,1,0,1,0.5,0.4386,162.06,169.05,-6.99,5.74,6.47,-0.73,0.5,2,0,1,0.4841,0.433,0,0,1359492,2023,Punjab Kings,Gujarat Titans
0.4,0.6,-0.2,0.2,0.5,-0.3,0.4903,0.5133,-0.023,0.25,0.6133,8,75,-67,-0.3633,0.4,155.1,153.8,1.3,6.03,5.73,0.3,0.3478,23,0,1,0.433,0.4841,0,1,1359493,2023,Sunrisers Hyderabad,Kolkata Knight Riders
0.4,0.0,0.4,0.5,0.3,0.2,0.4867,0.4558,0.0309,0.5067,0.4444,75,9,66,0.0623,0.4177,156.78,154.06,2.72,5.88,5.91,-0.03,0.6296,27,0,1,0.5,0.433,0,1,1359494,2023,Royal Challengers Bangalore,Delhi Capitals
0.6,0.6,0.0,0.6,0.5,0.1,0.6316,0.4688,0.1628,1.0,0.5,2,0,2,0.5,0.5,172.95,161.78,11.17,6.63,5.69,0.94,1.0,1,0,0,0.5,0.5,0,0,1359495,2023,Lucknow Super Giants,Punjab Kings
0.4,0.4,0.0,0.5,0.5,0.0,0.511,0.5641,-0.0531,0.2667,0.6111,15,72,-57,-0.3444,0.4571,154.02,158.82,-4.8,5.72,6.09,-0.37,0.2903,31,0,1,0.5,0.5,1,0,1359496,2023,Kolkata Knight Riders,Mumbai Indians
0.8,0.6,0.2,0.7,0.6,0.1,0.75,0.5103,0.2397,0.6667,0.5,3,2,1,0.1667,0.2222,168.3,156.75,11.55,6.55,5.72,0.83,1.0,3,0,1,0.433,0.4841,1,0,1359497,2023,Gujarat Titans,Rajasthan Royals
0.4,0.4,0.0,0.4,0.6,-0.2,0.5802,0.489,0.0912,0.5556,0.5132,9,76,-67,0.0424,0.425,160.94,156.86,4.08,6.22,5.89,0.33,0.6552,29,0,1,0.4841,0.5,1,1,1359498,2023,Chennai Super Kings,Royal Challengers Bangalore
0.6,0.4,0.2,0.6,0.3,0.3,0.566,0.4936,0.0724,0.6364,0.6739,11,46,-35,-0.0375,0.4242,158.94,155.56,3.38,6.09,6.03,0.06,0.5263,19,0,1,0.5,0.4841,1,1,1359499,2023,Mumbai Indians,Sunrisers Hyderabad
0.6,0.8,-0.2,0.5,0.7,-0.2,0.6,0.5128,0.0872,0.5,0.5,0,0,0,0.0,0.5,172.25,156.86,15.39,6.7,5.72,0.98,0.0,2,0,0,0.5,0.4841,1,1,1359500,2023,Lucknow Super Giants,Rajasthan Royals
0.4,0.6,-0.2,0.5,0.6,-0.1,0.4868,0.4848,0.002,0.5714,0.5,7,2,5,0.0714,0.431,157.13,161.76,-4.63,5.89,5.76,0.13,0.25,4,0,1,0.5,0.4841,1,1,1359501,2023,Royal Challengers Bangalore,Punjab Kings
0.4,0.0,0.4,0.5,0.3,0.2,0.5088,0.4537,0.0551,0.5,0.4366,10,71,-61,0.0634,0.443,154.16,154.04,0.12,5.71,5.91,-0.2,0.5333,30,0,1,0.5,0.433,1,0,1359502,2023,Kolkata Knight Riders,Delhi Capitals
0.4,0.6,-0.2,0.3,0.4,-0.1,0.4904,0.5822,-0.0918,0.125,0.7069,8,58,-50,-0.5819,0.6232,155.71,161.24,-5.53,6.03,6.23,-0.2,0.2778,18,0,0,0.4841,0.4841,1,0,1359503,2023,Sunrisers Hyderabad,Chennai Super Kings
0.6,0.6,0.0,0.7,0.5,0.2,0.7143,0.619,0.0953,0.5,0.6667,0,3,-3,-0.1667,0.5,168.71,171.38,-2.67,6.57,6.67,-0.1,1.0,2,1,1,0.4841,0.4841,1,1,1359504,2023,Gujarat Titans,Lucknow Super Giants
0.4,0.6,-0.2,0.5,0.6,-0.1,0.4706,0.5678,-0.0972,0.4286,0.6164,7,73,-66,-0.1878,0.4528,161.41,159.08,2.33,5.71,6.11,-0.4,0.6667,3,0,1,0.5,0.4841,1,1,1359505,2023,Punjab Kings,Mumbai Indians
0.4,0.6,-0.2,0.5,0.6,-0.1,0.4891,0.5102,-0.0211,0.5065,0.6667,77,6,71,-0.1602,0.4321,157.2,156.8,0.4,5.91,5.73,0.18,0.52,25,0,1,0.5,0.4841,1,1,1359506,2023,Royal Challengers Bangalore,Rajasthan Royals
0.8,0.4,0.4,0.5,0.4,0.1,0.5841,0.5066,0.0775,0.4545,0.6053,11,76,-65,-0.1508,0.4074,161.14,154.04,7.1,6.23,5.72,0.51,0.6538,26,0,1,0.5,0.4841,1,1,1359507,2023,Chennai Super Kings,Kolkata Knight Riders
0.2,0.4,-0.2,0.3,0.3,0.0,0.4561,0.4873,-0.0312,0.625,0.6596,8,47,-39,-0.0346,0.4328,153.93,155.57,-1.64,5.93,6.01,-0.08,0.4762,21,1,0,0.433,0.4841,1,1,1359508,2023,Delhi Capitals,Sunrisers Hyderabad
0.6,0.6,0.0,0.7,0.5,0.2,0.7273,0.5654,0.1619,0.5,0.5,4,0,4,0.0,0.2,167.18,159.25,7.93,6.59,6.12,0.47,0.0,1,0,1,0.433,0.5,1,1,1359509,2023,Gujarat Titans,Mumbai Indians
0.2,0.6,-0.4,0.4,0.6,-0.2,0.5043,0.4913,0.013,0.6154,0.5128,13,78,-65,0.1026,0.439,154.18,157.34,-3.16,5.71,5.91,-0.2,0.5484,31,0,1,0.433,0.5,1,1,1359510,2023,Kolkata Knight Riders,Royal Challengers Bangalore
0.6,0.8,-0.2,0.5,0.5,0.0,0.5076,0.586,-0.0784,0.0,0.5,1,0,1,-0.5,0.5,156.92,161.48,-4.56,5.75,6.24,-0.49,0.4444,27,1,1,0.5,0.4841,1,1,1359511,2023,Rajasthan Royals,Chennai Super Kings
0.6,0.4,0.2,0.5,0.6,-0.1,0.5909,0.4857,0.1052,0.5,0.3333,0,3,-3,0.1667,0.4407,169.41,162.91,6.5,6.64,5.71,0.93,0.5,2,0,1,0.5,0.4841,1,1,1359512,2023,Lucknow Super Giants,Punjab Kings
0.2,0.6,-0.4,0.4,0.7,-0.3,0.5065,0.7391,-0.2326,0.5974,1.0,77,1,76,-0.4026,0.4146,154.38,168.91,-14.53,5.72,6.7,-0.98,0.5,2,0,1,0.4841,0.433,1,0,1359513,2023,Kolkata Knight Riders,Gujarat Titans
0.4,0.4,0.0,0.3,0.4,-0.1,0.4843,0.4585,0.0258,0.6,0.4444,10,72,-62,0.1556,0.4375,155.45,153.89,1.56,6.03,5.93,0.1,0.5,22,1,0,0.433,0.433,1,1,1359514,2023,Sunrisers Hyderabad,Delhi Capitals
0.6,0.4,0.2,0.5,0.5,0.0,0.5833,0.4722,0.1111,0.7119,0.5,59,2,57,0.2119,0.6143,161.52,163.97,-2.45,6.23,5.69,0.54,0.25,4,1,1,0.4841,0.5,1,0,1359515,2023,Chennai Super Kings,Punjab Kings
0.6,0.6,0.0,0.6,0.5,0.1,0.5101,0.563,-0.0529,0.5,0.6081,18,74,-56,-0.1081,0.4579,157.15,159.22,-2.07,5.75,6.12,-0.37,0.4615,26,1,0,0.4841,0.5,1,0,1359516,2023,Rajasthan Royals,Mumbai Indians
0.6,0.6,0.0,0.5,0.6,-0.1,0.4892,0.6087,-0.1195,0.5,0.5,0,4,-4,0.0,0.5,157.43,173.22,-15.79,5.9,6.78,-0.88,0.6667,3,1,1,0.5,0.4841,1,1,1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants
0.4,0.8,-0.4,0.3,0.8,-0.5,0.4565,0.75,-0.2935,0.6667,0.6,3,5,-2,0.0667,0.2727,154.03,169.38,-15.35,5.93,6.71,-0.78,0.0,2,1,0,0.433,0.433,1,1,1359518,2023,Delhi Capitals,Gujarat Titans
0.6,0.6,0.0,0.6,0.5,0.1,0.4865,0.5649,-0.0784,0.25,0.5,4,8,-4,-0.25,0.45,164.97,159.45,5.52,5.65,6.12,-0.47,0.75,4,0,1,0.5,0.5,1,0,1359520,2023,Punjab Kings,Mumbai Indians
0.2,0.4,-0.2,0.3,0.4,-0.1,0.5043,0.4875,0.0168,0.625,0.6458,8,48,-40,-0.0208,0.4412,154.48,155.71,-1.23,5.71,6.02,-0.31,0.625,24,1,0,0.4841,0.4841,1,1,1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad
0.4,0.6,-0.2,0.5,0.7,-0.2,0.5075,0.72,-0.2125,0.5,0.5,2,0,2,0.0,0.5,157.43,167.6,-10.17,5.74,6.76,-1.02,0.25,4,1,1,0.5,0.4841,2,0,1359522,2023,Rajasthan Royals,Gujarat Titans
0.6,0.6,0.0,0.6,0.5,0.1,0.5667,0.5806,-0.0139,0.5385,0.7,13,60,-47,-0.1615,0.6056,159.69,161.7,-2.01,6.11,6.23,-0.12,0.5714,35,0,0,0.4841,0.4841,2,0,1359523,2023,Mumbai Indians,Chennai Super Kings
0.6,0.6,0.0,0.5,0.3,0.2,0.4914,0.4589,0.0325,0.6667,0.4384,9,73,-64,0.2283,0.4444,157.3,153.93,3.37,5.92,5.93,-0.01,0.6429,28,1,0,0.5,0.4841,2,0,1359524,2023,Royal Challengers Bangalore,Delhi Capitals
0.8,0.4,0.4,0.7,0.5,0.2,0.7308,0.5833,0.1475,0.5,0.5,6,0,6,0.0,0.3333,165.73,170.5,-4.77,6.88,6.88,0.0,1.0,3,0,1,0.4841,0.5,2,1,1359525,2023,Gujarat Titans,Lucknow Super Giants
0.2,0.2,0.0,0.5,0.3,0.2,0.505,0.4845,0.0205,0.3333,0.5,3,0,3,-0.1667,0.5,157.23,155.78,1.45,5.72,6.04,-0.32,0.5294,17,1,1,0.5,0.4841,2,0,1359526,2023,Rajasthan Royals,Sunrisers Hyderabad
0.4,0.4,0.0,0.5,0.4,0.1,0.4737,0.5064,-0.0327,0.5,0.5897,0,78,-78,-0.0897,0.4096,166.26,154.55,11.71,5.61,5.72,-0.11,0.5,4,1,0,0.4841,0.4841,2,0,1359527,2023,Punjab Kings,Kolkata Knight Riders
0.6,0.4,0.2,0.5,0.5,0.0,0.4893,0.5643,-0.075,0.5,0.6133,16,75,-59,-0.1133,0.4537,157.4,159.6,-2.2,5.91,6.1,-0.19,0.4516,31,0,1,0.5,0.4841,2,0,1359528,2023,Royal Challengers Bangalore,Mumbai Indians
0.6,0.8,-0.2,0.6,0.4,0.2,0.5826,0.4612,0.1214,0.7049,0.4,61,10,51,0.3049,0.5972,161.6,154.07,7.53,6.24,5.92,0.32,0.6296,27,1,1,0.4841,0.5,2,1,1359529,2023,Chennai Super Kings,Delhi Capitals
0.6,0.2,0.4,0.5,0.4,0.1,0.5085,0.5025,0.006,0.5949,0.2,79,10,69,0.3949,0.4048,154.67,157.51,-2.84,5.72,5.72,0.0,0.5385,26,0,1,0.4841,0.4841,2,0,1359530,2023,Kolkata Knight Riders,Rajasthan Royals
0.6,0.8,-0.2,0.6,0.7,-0.1,0.5661,0.7407,-0.1746,0.6184,0.75,76,4,72,-0.1316,0.4495,159.77,168.0,-8.23,6.1,6.89,-0.79,0.5,2,0,1,0.4841,0.433,2,1,1359531,2023,Mumbai Indians,Gujarat Titans
0.4,0.4,0.0,0.4,0.5,-0.1,0.4877,0.56,-0.0723,0.6327,0.5,49,0,49,0.1327,0.4493,156.15,170.52,-14.37,6.02,6.68,-0.66,0.0,2,1,0,0.5,0.5,2,0,1359532,2023,Sunrisers Hyderabad,Lucknow Super Giants
0.4,0.6,-0.2,0.4,0.4,0.0,0.4615,0.4592,0.0023,0.5,0.4459,0,74,-74,0.0541,0.439,166.59,154.01,12.58,5.59,5.93,-0.34,0.0,4,0,1,0.4841,0.5,2,1,1359533,2023,Punjab Kings,Delhi Capitals
0.4,0.4,0.0,0.4,0.5,-0.1,0.4872,0.505,-0.0178,0.5,0.25,0,4,-4,0.25,0.5,157.58,157.48,0.1,5.9,5.73,0.17,0.5385,26,1,1,0.5,0.4841,2,1,1359534,2023,Royal Challengers Bangalore,Rajasthan Royals
0.6,0.6,0.0,0.7,0.4,0.3,0.5845,0.5064,0.0781,0.7097,0.25,62,12,50,0.4597,0.6027,161.62,154.65,6.97,6.25,5.7,0.55,0.6667,27,1,1,0.4841,0.4841,2,0,1359535,2023,Chennai Super Kings,Kolkata Knight Riders
0.6,0.4,0.2,0.6,0.4,0.2,0.7143,0.4847,0.2296,0.5714,0.5,7,0,7,0.0714,0.3846,168.82,156.31,12.51,6.82,6.0,0.82,0.5,2,0,1,0.4841,0.4841,2,1,1359536,2023,Gujarat Titans,Sunrisers Hyderabad
0.4,0.8,-0.4,0.5,0.7,-0.2,0.5769,0.5679,0.009,0.4,0.5,5,0,5,-0.1,0.6,171.08,160.01,11.07,6.65,6.11,0.54,1.0,2,0,0,0.5,0.4841,2,1,1359537,2023,Lucknow Super Giants,Mumbai Indians
0.4,0.4,0.0,0.4,0.4,0.0,0.4573,0.475,-0.0177,0.5,0.5,0,0,0,0.0,0.5,153.94,166.6,-12.66,5.93,5.65,0.28,0.8,5,0,0,0.5,0.5,2,1,1359538,2023,Delhi Capitals,Punjab Kings
0.4,0.4,0.0,0.4,0.5,-0.1,0.4817,0.4894,-0.0077,0.62,0.2,50,10,40,0.42,0.4429,156.3,157.63,-1.33,6.02,5.92,0.1,0.5714,21,0,1,0.433,0.5,2,0,1359539,2023,Sunrisers Hyderabad,Royal Challengers Bangalore
0.4,0.2,0.2,0.4,0.4,0.0,0.4634,0.5025,-0.0391,0.0,0.5,1,0,1,-0.5,0.5,167.37,157.0,10.37,5.56,5.72,-0.16,0.5,4,0,0,0.4841,0.433,2,0,1359540,2023,Punjab Kings,Rajasthan Royals
0.4,0.6,-0.2,0.6,0.5,0.1,0.5818,0.4596,0.1222,0.7,0.44,10,75,-65,0.26,0.4458,161.54,154.19,7.35,6.24,5.94,0.3,0.6429,28,1,0,0.4841,0.4841,2,1,1359541,2023,Chennai Super Kings,Delhi Capitals
0.6,0.6,0.0,0.6,0.4,0.2,0.5926,0.5085,0.0841,0.0,0.5875,1,80,-79,-0.5875,0.4,171.3,154.61,16.69,6.59,5.7,0.89,1.0,2,0,1,0.5,0.5,2,1,1359542,2023,Lucknow Super Giants,Kolkata Knight Riders
0.2,0.6,-0.4,0.3,0.6,-0.3,0.4788,0.5656,-0.0868,0.1818,0.6234,11,77,-66,-0.4416,0.4545,156.48,160.06,-3.58,5.99,6.1,-0.11,0.45,20,0,1,0.433,0.5,2,0,1359543,2023,Sunrisers Hyderabad,Mumbai Indians
0.6,0.6,0.0,0.6,0.7,-0.1,0.4915,0.7241,-0.2326,0.5063,0.5,79,0,79,0.0063,0.4458,157.76,169.48,-11.72,5.92,6.9,-0.98,0.5,2,0,1,0.4841,0.433,2,0,1359544,2023,Royal Challengers Bangalore,Gujarat Titans
0.6,0.8,-0.2,0.6,0.7,-0.1,0.5837,0.7333,-0.1496,0.6984,0.5,63,0,63,0.1984,0.5946,161.82,170.43,-8.61,6.25,6.83,-0.58,0.0,3,0,0,0.4841,0.433,2,1,1370350,2023,Chennai Super Kings,Gujarat Titans
0.6,0.6,0.0,0.6,0.6,0.0,0.5673,0.6071,-0.0398,0.5,0.0,14,1,13,0.5,0.6,160.22,171.46,-11.24,6.09,6.61,-0.52,0.0,3,1,1,0.4841,0.4841,2,1,1370351,2023,Mumbai Indians,Lucknow Super Giants
0.6,0.8,-0.2,0.7,0.6,0.1,0.7097,0.5691,0.1406,0.625,0.0,8,1,7,0.625,0.4286,170.0,160.31,9.69,6.84,6.11,0.73,0.3333,3,0,1,0.4841,0.433,2,1,1370352,2023,Gujarat Titans,Mumbai Indians
0.6,0.8,-0.2,0.7,0.7,0.0,0.7188,0.5856,0.1332,0.6667,0.0,9,1,8,0.6667,0.4667,171.97,161.86,10.11,6.94,6.27,0.67,0.75,4,0,1,0.4841,0.4841,2,0,1370353,2023,Gujarat Titans,Chennai Super Kings
0.4,0.8,-0.4,0.5,0.7,-0.2,0.4895,0.5874,-0.0979,0.4167,0.7031,12,64,-52,-0.2864,0.6053,157.92,161.91,-3.99,5.91,6.26,-0.35,0.3333,30,1,1,0.5,0.4841,0,0,1422119,2024,Royal Challengers Bangalore,Chennai Super Kings
0.4,0.2,0.2,0.5,0.4,0.1,0.4576,0.4524,0.0052,0.5,0.5,0,0,0,0.0,0.5,154.15,167.83,-13.68,5.93,5.57,0.36,0.8333,6,0,0,0.5,0.4841,0,0,1422120,2024,Delhi Capitals,Punjab Kings
0.6,0.2,0.4,0.4,0.2,0.2,0.5063,0.4759,0.0304,0.5802,0.3333,81,9,72,0.2469,0.407,154.7,156.74,-2.04,5.71,5.97,-0.26,0.64,25,0,1,0.5,0.433,0,1,1422121,2024,Kolkata Knight Riders,Sunrisers Hyderabad
0.4,0.6,-0.2,0.4,0.5,-0.1,0.5049,0.5862,-0.0813,0.2,1.0,5,1,4,-0.8,0.6,157.15,169.03,-11.88,5.72,6.66,-0.94,0.6667,3,1,1,0.4841,0.5,0,1,1422122,2024,Rajasthan Royals,Lucknow Super Giants
0.6,0.6,0.0,0.6,0.6,0.0,0.697,0.5668,0.1302,0.6,0.0,10,2,8,0.6,0.4375,173.24,160.36,12.88,6.88,6.1,0.78,0.5,4,0,1,0.4841,0.4841,0,1,1422123,2024,Gujarat Titans,Mumbai Indians
0.4,0.4,0.0,0.4,0.5,-0.1,0.4651,0.4874,-0.0223,0.5,0.5,0,80,-80,0.0,0.4405,168.05,157.99,10.06,5.65,5.9,-0.25,0.6,5,0,1,0.4841,0.4841,0,0,1422124,2024,Punjab Kings,Royal Challengers Bangalore
0.8,0.6,0.2,0.7,0.6,0.1,0.5893,0.7059,-0.1166,0.7077,0.0,65,1,64,0.7077,0.5974,161.97,173.09,-11.12,6.25,6.94,-0.69,0.4,5,0,0,0.433,0.4841,0,1,1422125,2024,Chennai Super Kings,Gujarat Titans
0.0,0.4,-0.4,0.2,0.6,-0.4,0.4731,0.5645,-0.0914,0.6078,0.6667,51,12,39,-0.0589,0.4366,157.02,160.36,-3.34,5.98,6.1,-0.12,0.4286,21,0,1,0.433,0.5,0,1,1422126,2024,Sunrisers Hyderabad,Mumbai Indians
0.6,0.2,0.4,0.4,0.5,-0.1,0.5073,0.4557,0.0516,0.3333,0.5,6,0,6,-0.1667,0.6667,157.33,154.24,3.09,5.72,5.93,-0.21,0.5185,27,0,0,0.5,0.4841,0,1,1422127,2024,Rajasthan Royals,Delhi Capitals
0.6,0.6,0.0,0.5,0.5,0.0,0.4895,0.5084,-0.0189,0.5062,0.6429,81,14,67,-0.1367,0.4353,158.07,154.92,3.15,5.9,5.72,0.18,0.4375,32,0,1,0.5,0.4841,0,0,1422128,2024,Royal Challengers Bangalore,Kolkata Knight Riders
0.6,0.4,0.2,0.5,0.4,0.1,0.5667,0.4545,0.1122,0.5,1.0,6,1,5,-0.5,0.6667,169.17,168.23,0.94,6.57,5.66,0.91,0.6667,3,1,1,0.5,0.4841,0,1,1422129,2024,Lucknow Super Giants,Punjab Kings
0.2,0.4,-0.2,0.3,0.6,-0.3,0.4762,0.6857,-0.2095,0.0,0.6364,1,11,-10,-0.6364,0.4706,157.74,172.23,-14.49,5.97,6.91,-0.94,0.3333,3,1,0,0.433,0.5,0,0,1422130,2024,Sunrisers Hyderabad,Gujarat Titans
0.2,1.0,-0.8,0.4,0.7,-0.3,0.4538,0.5911,-0.1373,0.4,1.0,5,2,3,-0.6,0.4615,154.32,162.16,-7.84,5.92,6.26,-0.34,0.3448,29,1,0,0.4841,0.3307,0,1,1422131,2024,Delhi Capitals,Chennai Super Kings
0.4,0.8,-0.4,0.5,0.5,0.0,0.5622,0.5097,0.0525,0.6282,0.4737,78,19,59,0.1545,0.4505,160.71,157.46,3.25,6.08,5.72,0.36,0.5556,27,0,1,0.5,0.5,0,0,1422132,2024,Mumbai Indians,Rajasthan Royals
0.6,0.4,0.2,0.5,0.4,0.1,0.5806,0.4875,0.0931,1.0,0.5,1,82,-81,0.5,0.4302,170.13,158.17,11.96,6.52,5.89,0.63,0.25,4,0,1,0.5,0.4841,0,1,1422133,2024,Lucknow Super Giants,Royal Challengers Bangalore
0.6,0.4,0.2,0.6,0.4,0.2,0.5105,0.4561,0.0544,0.0,0.5,1,6,-5,-0.5,0.5,155.05,154.47,0.58,5.72,5.92,-0.2,0.5161,31,1,1,0.4841,0.4841,0,1,1422134,2024,Kolkata Knight Riders,Delhi Capitals
0.6,0.2,0.4,0.6,0.3,0.3,0.6944,0.4444,0.25,0.6667,0.3333,12,3,9,0.3334,0.4444,172.11,168.44,3.67,6.94,5.71,1.23,0.6667,3,0,1,0.4841,0.433,0,0,1422135,2024,Gujarat Titans,Punjab Kings
0.8,0.2,0.6,0.7,0.3,0.4,0.5885,0.4734,0.1151,0.5,0.6154,6,52,-46,-0.1154,0.4444,162.2,157.76,4.44,6.26,5.95,0.31,0.7368,19,0,1,0.433,0.433,0,0,1422136,2024,Chennai Super Kings,Sunrisers Hyderabad
0.2,0.8,-0.6,0.4,0.6,-0.2,0.4855,0.5121,-0.0266,1.0,0.4286,1,7,-6,0.5714,0.7143,158.15,157.31,0.84,5.88,5.73,0.15,0.5556,27,0,0,0.4841,0.4841,0,0,1422137,2024,Royal Challengers Bangalore,Rajasthan Royals
0.6,0.4,0.2,0.6,0.5,0.1,0.5938,0.6757,-0.0819,0.5714,1.0,7,1,6,-0.4286,0.7143,170.47,172.84,-2.37,6.62,6.95,-0.33,0.0,4,1,1,0.4841,0.5,0,1,1422139,2024,Lucknow Super Giants,Gujarat Titans
0.2,0.2,0.0,0.4,0.4,0.0,0.56,0.4542,0.1058,0.6203,0.3529,79,17,62,0.2674,0.4464,160.56,154.52,6.04,6.08,5.93,0.15,0.5455,33,0,1,0.4841,0.433,0,1,1422138,2024,Mumbai Indians,Delhi Capitals
0.8,0.6,0.2,0.7,0.7,0.0,0.5125,0.5859,-0.0734,0.3077,0.7121,13,66,-53,-0.4044,0.6026,155.54,162.22,-6.68,5.74,6.25,-0.51,0.3571,28,0,0,0.433,0.4841,1,0,1426260,2024,Kolkata Knight Riders,Chennai Super Kings
0.4,0.4,0.0,0.3,0.4,-0.1,0.4765,0.4565,0.02,0.5,1.0,0,1,-1,-0.5,0.5,157.81,169.13,-11.32,5.95,5.67,0.28,0.6,5,0,0,0.433,0.4841,1,1,1426261,2024,Sunrisers Hyderabad,Punjab Kings
1.0,0.4,0.6,0.6,0.5,0.1,0.5144,0.6579,-0.1435,0.5,1.0,8,1,7,-0.5,0.625,157.47,171.71,-14.24,5.72,6.89,-1.17,0.2,5,0,0,0.433,0.4841,1,0,1426262,2024,Rajasthan Royals,Gujarat Titans
0.2,0.2,0.0,0.3,0.5,-0.2,0.4835,0.5618,-0.0783,0.4706,0.625,17,80,-63,-0.1544,0.4513,158.25,160.86,-2.61,5.88,6.08,-0.2,0.4375,32,0,1,0.4841,0.4841,1,0,1426263,2024,Royal Challengers Bangalore,Mumbai Indians
0.6,0.2,0.4,0.6,0.3,0.3,0.6061,0.4523,0.1538,0.625,0.0,8,1,7,0.625,0.75,170.24,154.73,15.51,6.73,5.93,0.8,1.0,3,1,1,0.433,0.433,1,0,1426264,2024,Lucknow Super Giants,Delhi Capitals
0.4,0.8,-0.4,0.3,0.6,-0.3,0.4468,0.512,-0.0652,0.5,0.5,2,0,2,0.0,0.5,169.36,157.65,11.71,5.74,5.73,0.01,0.4,5,0,0,0.4841,0.433,1,0,1426265,2024,Punjab Kings,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.5882,0.5104,0.0778,0.5,0.5854,2,82,-80,-0.0854,0.4138,170.15,155.46,14.69,6.65,5.73,0.92,1.0,3,0,1,0.4841,0.4841,1,0,1426266,2024,Lucknow Super Giants,Kolkata Knight Riders
0.6,0.4,0.2,0.7,0.5,0.2,0.5877,0.5635,0.0242,0.5,0.6296,24,81,-57,-0.1296,0.4474,162.12,161.01,1.11,6.26,6.09,0.17,0.4444,36,0,1,0.433,0.5,1,1,1426267,2024,Chennai Super Kings,Mumbai Indians
0.6,0.2,0.4,0.4,0.3,0.1,0.4795,0.4815,-0.002,0.25,0.494,8,83,-75,-0.244,0.4368,157.95,158.41,-0.46,5.95,5.86,0.09,0.5455,22,0,1,0.4841,0.433,1,1,1426268,2024,Sunrisers Hyderabad,Royal Challengers Bangalore
0.8,0.8,0.0,0.7,0.7,0.0,0.5124,0.5143,-0.0019,0.5904,0.2727,83,11,72,0.3177,0.4091,155.49,157.62,-2.13,5.73,5.74,-0.01,0.5185,27,0,1,0.4841,0.433,1,0,1426269,2024,Kolkata Knight Riders,Rajasthan Royals
0.4,0.4,0.0,0.5,0.3,0.2,0.6667,0.4545,0.2122,0.6154,0.75,13,4,9,-0.1346,0.4211,172.41,154.79,17.62,6.79,5.93,0.86,0.6667,3,0,1,0.5,0.4841,1,0,1426270,2024,Gujarat Titans,Delhi Capitals
0.4,0.2,0.2,0.4,0.3,0.1,0.5613,0.4375,0.1238,0.5,0.3333,0,3,-3,0.1667,0.5,161.11,168.9,-7.79,6.08,5.77,0.31,0.4,5,0,0,0.4841,0.433,1,1,1426271,2024,Mumbai Indians,Punjab Kings
0.6,0.6,0.0,0.7,0.6,0.1,0.5895,0.5714,0.0181,0.5,0.5556,0,9,-9,-0.0556,0.6667,162.31,169.89,-7.58,6.26,6.51,-0.25,0.5,2,0,0,0.433,0.5,1,0,1426272,2024,Chennai Super Kings,Lucknow Super Giants
0.8,0.6,0.2,0.4,0.4,0.0,0.4826,0.4568,0.0258,0.6364,0.4342,11,76,-65,0.2022,0.4524,158.7,154.53,4.17,5.95,5.95,0.0,0.5217,23,0,1,0.5,0.4841,1,1,1426273,2024,Sunrisers Hyderabad,Delhi Capitals
0.6,0.0,0.6,0.6,0.3,0.3,0.5103,0.4795,0.0308,0.5833,0.4167,84,12,72,0.1666,0.4045,155.77,158.83,-3.06,5.74,5.85,-0.11,0.5758,33,0,1,0.4841,0.3307,1,1,1426274,2024,Kolkata Knight Riders,Royal Challengers Bangalore
0.2,0.4,-0.2,0.3,0.4,-0.1,0.4286,0.65,-0.2214,0.25,0.5,4,0,4,-0.25,0.5,169.18,170.32,-1.14,5.8,6.72,-0.92,0.5,4,1,1,0.433,0.4841,1,0,1426275,2024,Punjab Kings,Gujarat Titans
0.6,0.8,-0.2,0.5,0.8,-0.3,0.563,0.5166,0.0464,0.5,0.4444,0,9,-9,0.0556,0.5556,161.23,157.94,3.29,6.1,5.74,0.36,0.5357,28,1,1,0.4841,0.3307,1,0,1426276,2024,Mumbai Indians,Rajasthan Royals
0.4,0.6,-0.2,0.7,0.6,0.1,0.587,0.5833,0.0037,0.7164,0.0,67,2,65,0.7164,0.5949,162.37,170.17,-7.8,6.24,6.5,-0.26,0.3333,3,0,0,0.4841,0.5,1,0,1426277,2024,Chennai Super Kings,Lucknow Super Giants
0.4,0.4,0.0,0.4,0.5,-0.1,0.4549,0.6585,-0.2036,0.4286,1.0,77,1,76,-0.5714,0.4588,154.71,169.73,-15.02,5.95,6.8,-0.85,0.5,4,0,1,0.4841,0.5,1,1,1426278,2024,Delhi Capitals,Gujarat Titans
